"customerID","Contract","tenure","MonthlyCharges","TechSupport","churn_flag","churn_risk_score","churn_risk_level"
"6557-BZXLQ",Month-to-month,16,69.65,No,0,2,Low
"2550-QHZGP",One year,7,19.5,No internet service,0,4,Medium
"7519-JTWQH",Two year,69,110.5,Yes,0,7,High
"2538-OIMXF",Month-to-month,1,24.7,No,0,7,High
"8543-MSDMF",Month-to-month,3,77.4,No,0,7,High
"9961-JBNMK",Month-to-month,21,96.8,No,1,7,High
"1170-SASML",Month-to-month,69,85.4,No,0,7,High
"4872-JCVCA",Two year,71,47.6,Yes,0,2,Low
"5346-BZCHP",Two year,69,19.4,No internet service,0,2,Low
"2038-LLMLM",Month-to-month,48,103.85,Yes,0,7,High
"6173-ITPWD",Month-to-month,47,83.35,No,1,7,High
"9734-UYXQI",Month-to-month,2,49.4,No,1,7,High
"1216-BGTSP",Month-to-month,45,108.45,Yes,0,7,High
"4138-NAXED",Month-to-month,51,81.0,No,0,7,High
"2189-UXTKY",Month-to-month,22,79.2,Yes,1,5,High
"0744-BIKKF",Two year,72,86.65,Yes,0,7,High
"7483-IQWIB",Month-to-month,37,92.95,No,0,7,High
"5248-KWLAR",Two year,71,90.35,Yes,0,7,High
"4958-GZWIY",Month-to-month,7,48.7,No,1,4,Medium
"7996-MHXLW",Two year,66,25.15,No internet service,0,2,Low
"7833-PKIHD",One year,51,76.4,Yes,0,5,High
"7061-OVMIM",One year,30,19.55,No internet service,0,2,Low
"5153-RTHKF",Month-to-month,34,85.35,No,0,7,High
"1852-QSWCD",Two year,64,24.8,No internet service,0,2,Low
"4832-VRBMR",One year,65,103.15,No,0,7,High
"9079-LWTFD",Month-to-month,47,100.75,Yes,0,7,High
"6356-ELRKD",Month-to-month,1,95.6,No,1,7,High
"8624-GIOUT",Month-to-month,49,59.75,No,1,2,Low
"3392-EHMNK",Two year,67,94.1,Yes,0,7,High
"5986-WWXDV",One year,39,19.35,No internet service,0,2,Low
"3061-BCKYI",Month-to-month,14,19.9,No internet service,0,2,Low
"6179-GJPSO",Month-to-month,43,108.15,Yes,1,7,High
"7901-TBKJX",Month-to-month,56,101.05,No,0,7,High
"7228-PAQPD",One year,14,59.1,Yes,0,2,Low
"3177-LASXD",Month-to-month,1,71.35,No,1,7,High
"7746-QYVCO",One year,16,55.85,No,0,2,Low
"5804-HYIEZ",Month-to-month,70,106.05,No,0,7,High
"9919-FZDED",Two year,72,84.1,No,0,7,High
"5934-TSSAU",Month-to-month,23,75.3,No,0,5,High
"3486-KHMLI",Month-to-month,21,24.7,No internet service,0,2,Low
"4897-QSUYC",Month-to-month,1,20.15,No internet service,1,7,High
"1084-UQCHV",Month-to-month,1,69.75,No,1,7,High
"8290-YWKHZ",Month-to-month,32,93.2,No,1,7,High
"2955-BJZHG",Month-to-month,17,80.85,No,1,7,High
"3806-DXQOM",Month-to-month,4,33.65,No,1,7,High
"6784-XYJAE",One year,36,55.8,No,0,2,Low
"3933-DQPWX",Two year,50,39.7,Yes,0,2,Low
"6661-EIPZC",Month-to-month,48,29.5,Yes,0,2,Low
"8957-THMOA",Two year,50,20.15,No internet service,0,2,Low
"2251-PYLPB",Two year,72,79.55,Yes,0,5,High
"5555-RNPGT",Month-to-month,10,24.8,No internet service,0,4,Medium
"1057-FOGLZ",Month-to-month,18,19.65,No internet service,0,2,Low
"9300-RENDD",Month-to-month,1,79.95,No,1,7,High
"0761-AETCS",Month-to-month,1,19.3,No internet service,1,7,High
"8087-LGYHQ",Month-to-month,9,94.05,No,0,7,High
"4137-BTIKL",Month-to-month,2,90.75,No,0,7,High
"2190-BCXEC",Month-to-month,40,78.85,Yes,0,5,High
"6227-FBDXH",One year,69,99.5,No,0,7,High
"2153-MREFK",One year,37,99.2,Yes,1,7,High
"2911-WDXMV",Month-to-month,18,80.55,No,0,7,High
"7206-PQBBZ",Month-to-month,11,70.2,No,0,5,High
"3106-ULWFW",Month-to-month,8,85.2,No,1,7,High
"0925-VYDLG",Month-to-month,3,75.25,No,1,7,High
"4547-FZJWE",One year,55,59.45,No,0,2,Low
"7422-WNBTY",Month-to-month,33,93.35,No,0,7,High
"0842-IWYCP",Month-to-month,46,44.95,No,0,2,Low
"3521-HTQTV",Two year,34,26.1,No internet service,0,2,Low
"3744-ZBHON",Month-to-month,3,20.2,No internet service,0,7,High
"3373-DIUUN",Two year,30,21.25,No internet service,0,2,Low
"8383-SGHJU",One year,33,59.4,Yes,0,2,Low
"7607-QKKTJ",One year,45,95.0,No,0,7,High
"7707-PYBBH",Month-to-month,40,61.9,Yes,0,2,Low
"8984-HPEMB",Two year,71,118.65,Yes,0,7,High
"4349-GFQHK",Month-to-month,1,54.35,No,1,7,High
"4139-DETXS",Two year,72,64.45,Yes,0,2,Low
"9779-DPNEJ",Month-to-month,22,80.15,No,0,7,High
"9805-FILKB",One year,46,20.2,No internet service,0,2,Low
"5793-YOLJN",Two year,55,21.0,No internet service,0,2,Low
"0673-IGUQO",Month-to-month,1,20.45,No internet service,0,7,High
"4123-FCVCB",One year,12,75.85,Yes,0,5,High
"8819-IMISP",Month-to-month,31,80.45,No,0,7,High
"7802-EFKNY",Month-to-month,5,24.95,No,1,7,High
"8311-UEUAB",Two year,67,75.5,No,0,5,High
"5858-EAFCZ",Month-to-month,1,44.45,No,0,7,High
"8035-BUYVG",One year,40,42.35,No,1,2,Low
"1163-ONYEY",Month-to-month,41,74.55,No,0,5,High
"9787-XVQIU",Month-to-month,1,75.3,No,1,7,High
"8945-MUQUF",One year,51,94.8,No,1,7,High
"5656-MJEFC",Two year,42,48.15,Yes,0,2,Low
"6082-OQFBA",One year,23,19.65,No internet service,0,2,Low
"8051-HJRLT",Month-to-month,1,70.55,No,1,7,High
"8974-OVACP",Month-to-month,1,20.15,No internet service,0,7,High
"4010-YLMVT",Month-to-month,56,106.6,No,0,7,High
"1379-FRVEB",Month-to-month,15,91.0,No,0,7,High
"8612-GXIDD",Two year,12,25.4,No internet service,0,2,Low
"6288-CHQJB",Two year,54,69.95,Yes,0,2,Low
"8160-HOWOX",Month-to-month,7,66.85,No,0,4,Medium
"3023-GFLBR",Month-to-month,33,86.15,No,1,7,High
"6648-INWPS",Month-to-month,16,20.15,No internet service,0,2,Low
"4223-BKEOR",One year,21,64.85,No,0,2,Low
"4079-VTGLK",Two year,30,74.85,No,0,5,High
"1763-WQFUK",Month-to-month,3,50.5,Yes,0,7,High
"1391-UBDAR",Month-to-month,11,72.9,No,0,5,High
"8894-JVDCV",One year,62,115.05,Yes,0,7,High
"2023-VQFDL",Month-to-month,18,19.0,No internet service,0,2,Low
"1345-GKDZZ",Month-to-month,6,19.55,No internet service,0,4,Medium
"2014-MKGMH",One year,46,101.1,No,0,7,High
"5628-FCGYG",Month-to-month,21,84.1,No,0,7,High
"2560-WBWXF",Two year,68,24.15,No internet service,0,2,Low
"0248-IPDFW",Month-to-month,1,50.1,No,0,7,High
"7978-DKUQH",Month-to-month,25,74.6,No,0,5,High
"4335-UPJSI",Two year,24,19.75,No internet service,0,2,Low
"0524-IAVZO",Month-to-month,30,85.0,No,1,7,High
"2737-YNGYW",Month-to-month,2,80.55,No,1,7,High
"1784-EZDKJ",One year,51,106.8,No,0,7,High
"9297-FVVDH",Two year,57,84.5,Yes,0,7,High
"8007-YYPWD",Two year,15,25.05,No internet service,0,2,Low
"7101-HRBLJ",Two year,72,83.7,Yes,0,7,High
"5159-YFPKQ",Month-to-month,2,75.8,No,1,7,High
"6635-CPNUN",Month-to-month,28,96.6,No,0,7,High
"4021-RQSNY",Month-to-month,29,98.5,No,1,7,High
"5453-YBTWV",Two year,70,101.1,Yes,0,7,High
"5039-LZRQT",One year,13,20.2,No internet service,0,2,Low
"2931-VUVJN",One year,59,94.05,Yes,0,7,High
"9061-TIHDA",Month-to-month,13,95.25,No,1,7,High
"8699-ASUFO",Month-to-month,7,74.4,No,1,5,High
"6418-PIQSP",Two year,62,81.0,Yes,0,7,High
"8220-OCUFY",One year,21,60.25,Yes,0,2,Low
"3995-WFCSM",Month-to-month,2,60.85,No,0,7,High
"1895-QTKDO",Month-to-month,1,43.95,No,0,7,High
"2038-OEQZH",Month-to-month,4,86.05,No,0,7,High
"1178-PZGAB",One year,19,20.25,No internet service,0,2,Low
"7927-AUXBZ",Month-to-month,30,85.15,Yes,1,7,High
"2626-VEEWG",Two year,67,19.4,No internet service,0,2,Low
"2878-RMWXY",Two year,72,102.65,No,0,7,High
"1657-DYMBM",Two year,53,19.9,No internet service,0,2,Low
"7311-MQJCH",One year,5,19.55,No internet service,0,4,Medium
"7375-WMVMT",Two year,71,95.5,Yes,0,7,High
"1136-XGEQU",One year,50,84.15,Yes,0,7,High
"2530-FMFXO",Two year,56,103.2,Yes,0,7,High
"6844-DZKRF",Month-to-month,2,50.2,Yes,0,7,High
"4695-WJZUE",Month-to-month,2,88.55,No,1,7,High
"7619-ODSGN",Month-to-month,24,54.75,No,1,2,Low
"5970-GHJAW",Two year,46,19.95,No internet service,0,2,Low
"8879-XUAHX",Two year,71,116.25,Yes,0,7,High
"3689-MOZGR",Month-to-month,29,31.2,Yes,0,2,Low
"4195-PNGZS",Two year,69,24.45,No internet service,0,2,Low
"5003-XZWWO",Two year,71,84.2,Yes,0,7,High
"3988-RQIXO",Month-to-month,1,91.3,No,1,7,High
"7622-FWGEW",Two year,56,85.65,Yes,0,7,High
"6922-NCEDI",One year,56,21.2,No internet service,0,2,Low
"2514-GINMM",Month-to-month,1,79.5,No,1,7,High
"9891-NQDBD",One year,28,25.55,No internet service,0,2,Low
"6131-IUNXN",Month-to-month,19,20.2,No internet service,0,2,Low
"8548-AWOFC",Month-to-month,66,63.85,Yes,0,2,Low
"9798-DRYDS",One year,17,61.95,Yes,0,2,Low
"8532-UEFWH",Two year,52,25.75,No internet service,0,2,Low
"6296-DDOOR",One year,19,58.2,No,0,2,Low
"7951-VRDVK",One year,36,85.85,Yes,0,7,High
"5931-FLJJF",Month-to-month,7,70.1,No,1,5,High
"4815-YOSUK",One year,72,104.9,Yes,0,7,High
"2659-VXMWZ",One year,67,111.3,No,1,7,High
"0380-NEAVX",One year,34,99.85,No,0,7,High
"3207-OYBWH",Month-to-month,57,95.25,No,1,7,High
"4285-GYRQC",Month-to-month,7,86.25,No,1,7,High
"7216-EWTRS",Month-to-month,1,100.8,No,1,7,High
"4365-MSDYN",Month-to-month,8,19.55,No internet service,0,4,Medium
"7036-TYDEC",Two year,69,104.0,Yes,0,7,High
"5802-ADBRC",One year,50,104.4,No,0,7,High
"8076-FEZKJ",One year,10,19.5,No internet service,0,4,Medium
"5197-YPYBZ",Two year,12,25.25,No internet service,0,2,Low
"8337-MSSXB",Month-to-month,14,86.3,No,1,7,High
"4312-GVYNH",Two year,70,49.85,Yes,0,2,Low
"8495-LJDFO",Month-to-month,64,108.95,Yes,0,7,High
"0839-JTCUD",Two year,66,89.9,Yes,0,7,High
"5494-WOZRZ",Two year,71,82.0,Yes,0,7,High
"1302-UHBDD",Month-to-month,20,89.95,No,0,7,High
"2234-EOFPT",Two year,72,79.35,Yes,0,5,High
"8619-IJNDK",Two year,71,64.05,Yes,0,2,Low
"8378-LKJAF",Month-to-month,38,101.15,No,0,7,High
"8182-BJDSI",Month-to-month,28,89.95,No,1,7,High
"2528-HFYZX",Month-to-month,17,76.45,No,1,5,High
"1153-GNOLC",One year,33,39.1,No,0,2,Low
"3298-QEICA",Two year,23,34.6,Yes,0,2,Low
"0788-DXBFY",One year,58,19.55,No internet service,0,2,Low
"3597-YASZG",Two year,70,104.45,Yes,0,7,High
"3496-LFSZU",Month-to-month,4,70.5,No,0,7,High
"5242-UOWHD",Two year,45,20.35,No internet service,0,2,Low
"2482-CZGBB",Month-to-month,10,70.0,No,1,4,Medium
"6479-SZPLM",Two year,36,19.45,No internet service,0,2,Low
"8097-VBQTZ",Month-to-month,54,69.9,Yes,0,2,Low
"4500-HKANN",Two year,23,59.7,Yes,0,2,Low
"9917-KWRBE",One year,41,78.35,No,0,5,High
"3420-ZDBMA",Month-to-month,5,71.45,No,0,7,High
"2212-LYASK",One year,27,45.85,No,0,2,Low
"1393-IMKZG",Month-to-month,1,95.85,Yes,0,7,High
"8069-RHUXK",Two year,67,35.7,Yes,0,2,Low
"3398-GCPMU",Two year,72,89.55,Yes,0,7,High
"2908-WGAXL",Two year,56,24.95,No internet service,0,2,Low
"3378-AJRAO",One year,44,24.85,No internet service,0,2,Low
"1013-QCWAM",Month-to-month,66,100.8,No,0,7,High
"0866-QLSIR",One year,34,64.4,Yes,1,2,Low
"6050-FFXES",Two year,69,105.35,Yes,0,7,High
"7181-BQYBV",Month-to-month,1,102.45,No,1,7,High
"0362-RAOQO",Two year,40,19.65,No internet service,0,2,Low
"9554-DFKIC",Month-to-month,30,54.45,No,0,2,Low
"5527-ACHSO",Month-to-month,11,70.5,Yes,0,5,High
"0829-DDVLK",One year,15,20.1,No internet service,0,2,Low
"1399-UBQIU",Month-to-month,11,69.35,No,0,4,Medium
"1813-JLKWR",One year,64,19.8,No internet service,0,2,Low
"0336-PIKEI",Two year,72,74.4,Yes,0,5,High
"7322-OCWHC",Two year,72,93.05,Yes,0,7,High
"9537-VHDTA",Month-to-month,1,51.2,No,0,7,High
"4957-TIALW",One year,15,65.6,Yes,0,2,Low
"2054-PJOCK",One year,60,80.55,Yes,0,7,High
"9150-HEPMB",One year,56,52.7,No,0,2,Low
"9030-QGZNL",Two year,8,20.85,No internet service,0,4,Medium
"6204-IEUXJ",Month-to-month,3,80.1,Yes,1,7,High
"3126-WQMGH",Month-to-month,49,52.15,No,0,2,Low
"4529-CKBCL",Month-to-month,2,80.2,No,1,7,High
"2506-CLAKW",Month-to-month,6,98.15,Yes,1,7,High
"7176-WRTNX",Two year,70,114.95,Yes,0,7,High
"1583-IHQZE",Month-to-month,12,112.95,Yes,1,7,High
"5732-IKGQH",One year,52,104.45,Yes,0,7,High
"9239-GZHZE",Two year,72,113.65,Yes,0,7,High
"7205-BAIAD",Two year,40,20.6,No internet service,0,2,Low
"0151-ONTOV",Month-to-month,1,70.9,No,1,7,High
"4140-MUHUG",Month-to-month,3,86.85,No,1,7,High
"0093-EXYQL",Month-to-month,40,91.55,No,0,7,High
"8064-RAVOH",Month-to-month,1,49.85,No,0,7,High
"0219-QAERP",One year,30,19.8,No internet service,0,2,Low
"0320-JDNQG",Month-to-month,23,99.85,Yes,1,7,High
"7180-PISOG",Month-to-month,1,74.5,No,1,7,High
"9168-INPSZ",Month-to-month,44,104.15,Yes,0,7,High
"3571-RFHAR",Month-to-month,65,109.15,Yes,1,7,High
"0015-UOCOJ",Month-to-month,7,48.2,No,0,4,Medium
"5334-AFQJB",Two year,72,25.1,No internet service,0,2,Low
"2754-SDJRD",Month-to-month,8,100.15,Yes,0,7,High
"9578-VRMNM",Month-to-month,16,65.2,No,1,2,Low
"1587-FKLZB",Month-to-month,66,99.5,No,1,7,High
"6140-QNRQQ",Month-to-month,1,71.55,No,1,7,High
"8963-JLGJT",Month-to-month,3,55.9,No,0,7,High
"4307-KTUMW",Month-to-month,53,93.9,No,1,7,High
"1465-LNTLJ",Month-to-month,8,64.4,Yes,0,4,Medium
"5440-FLBQG",Two year,69,108.4,Yes,1,7,High
"2135-DQWAQ",Month-to-month,5,85.3,No,0,7,High
"4056-QHXHZ",Two year,72,107.45,Yes,0,7,High
"7470-MCQTK",Month-to-month,13,48.75,No,1,2,Low
"7488-MXJIV",Month-to-month,4,85.65,No,1,7,High
"7401-JIXNM",Two year,54,91.3,Yes,0,7,High
"9339-FIIJL",Two year,72,85.95,Yes,0,7,High
"2027-FECZV",Month-to-month,12,106.7,No,1,7,High
"2672-DZUOY",Month-to-month,1,25.15,No,1,7,High
"4706-DGAHW",Month-to-month,1,45.2,No,0,7,High
"3870-MQAMG",One year,54,110.35,Yes,1,7,High
"6670-MFRPK",Two year,69,79.2,No,0,5,High
"6177-PEVRA",Two year,48,55.5,No,0,2,Low
"4800-CZMPC",One year,48,103.25,No,1,7,High
"4813-HQMGZ",Month-to-month,8,90.25,Yes,0,7,High
"7579-KKLOE",Two year,71,91.25,Yes,0,7,High
"7377-DMMRI",Month-to-month,2,47.8,No,1,7,High
"8402-EIVQS",One year,67,100.9,No,0,7,High
"4947-DSMXK",Month-to-month,34,97.7,No,0,7,High
"7245-NIIWQ",Month-to-month,3,69.85,No,0,7,High
"0002-ORFBO",One year,9,65.6,Yes,0,4,Medium
"3324-OIRTO",One year,71,104.65,No,0,7,High
"5414-OFQCB",Two year,57,90.45,Yes,0,7,High
"4967-WPNCF",Two year,72,63.7,Yes,0,2,Low
"8552-OBVRU",Month-to-month,48,104.5,Yes,0,7,High
"8499-BRXTD",One year,18,20.1,No internet service,0,2,Low
"9154-QDGTH",One year,43,104.3,Yes,0,7,High
"8197-BFWVU",Two year,72,93.25,Yes,0,7,High
"2577-GVSIL",One year,35,73.45,Yes,0,5,High
"9367-OIUXP",Month-to-month,4,20.7,No internet service,0,7,High
"6770-UAYGJ",Two year,49,25.25,No internet service,0,2,Low
"6463-HHXJR",Two year,71,100.5,No,0,7,High
"7928-VJYAB",Month-to-month,11,90.6,No,0,7,High
"1187-WILMM",Two year,63,89.4,Yes,0,7,High
"9776-OJUZI",Month-to-month,65,95.45,No,0,7,High
"1306-RPWXZ",Two year,49,20.45,No internet service,0,2,Low
"8949-JTMAY",Month-to-month,29,98.6,No,1,7,High
"2774-LVQUS",Month-to-month,15,83.05,Yes,1,7,High
"3097-PYWXL",Month-to-month,4,19.95,No internet service,0,7,High
"2266-SJNAT",One year,72,109.15,Yes,0,7,High
"0869-PAPRP",Month-to-month,26,85.7,No,0,7,High
"4238-JSSWH",Month-to-month,35,102.05,No,0,7,High
"2972-YDYUW",One year,57,94.7,Yes,0,7,High
"1104-FEJAM",Month-to-month,28,64.4,No,0,2,Low
"2809-ILCYT",One year,25,26.8,No internet service,0,2,Low
"5499-ECUTN",One year,47,66.05,No,0,2,Low
"4981-FLTMF",Month-to-month,57,65.2,Yes,0,2,Low
"9121-PHQSR",Month-to-month,16,85.05,No,0,7,High
"3113-IWHLC",Month-to-month,5,55.8,No,0,7,High
"3211-ILJTT",Month-to-month,17,70.4,No,1,5,High
"4612-THJBS",One year,56,104.75,No,1,7,High
"4277-BWBML",Two year,72,19.95,No internet service,0,2,Low
"4094-NSEDU",Month-to-month,21,94.25,No,1,7,High
"0234-TEVTT",One year,48,45.0,No,0,2,Low
"4304-TSPVK",Two year,68,114.9,Yes,0,7,High
"1552-AAGRX",Month-to-month,30,106.4,Yes,0,7,High
"2637-FKFSY",Month-to-month,3,46.1,No,0,7,High
"9796-MVYXX",Two year,14,39.7,Yes,0,2,Low
"7874-ECPQJ",Month-to-month,4,20.05,No internet service,0,7,High
"0020-INWCK",Two year,71,95.75,No,0,7,High
"7089-RKVSZ",One year,8,24.4,No internet service,0,4,Medium
"2683-JXWQQ",Month-to-month,61,33.6,No,0,2,Low
"9548-ZMVTX",Two year,72,90.45,Yes,0,7,High
"8739-XNIKG",Month-to-month,5,84.0,No,0,7,High
"9755-JHNMN",Two year,49,67.4,Yes,0,2,Low
"3981-QSVQI",Month-to-month,8,19.7,No internet service,0,4,Medium
"2789-HQBOU",Month-to-month,3,80.35,No,0,7,High
"9424-CMPOG",Two year,9,19.6,No internet service,0,4,Medium
"5067-WJEUN",Two year,67,54.2,No,0,2,Low
"3450-WXOAT",Month-to-month,46,45.2,No,0,2,Low
"9251-WNSOD",One year,67,75.1,No,0,5,High
"6974-DAFLI",One year,55,19.7,No internet service,0,2,Low
"2616-UUTFK",Month-to-month,33,72.75,No,0,5,High
"7064-JHXCE",Two year,62,20.05,No internet service,0,2,Low
"5103-MHMHY",Month-to-month,1,45.95,No,1,7,High
"7989-AWGEH",Month-to-month,49,39.2,No,0,2,Low
"4373-VVHQL",Month-to-month,1,44.75,No,0,7,High
"4559-UWIHT",Month-to-month,14,82.65,No,0,7,High
"7268-IGMFD",Month-to-month,18,93.9,Yes,0,7,High
"1846-XWOQN",Month-to-month,1,70.15,No,1,7,High
"0235-KGSLC",Month-to-month,1,85.55,No,1,7,High
"6650-BWFRT",Two year,72,117.15,Yes,0,7,High
"9570-KYEUA",Two year,64,99.25,Yes,0,7,High
"6993-YGFJV",Two year,69,112.55,Yes,0,7,High
"2712-SYWAY",Month-to-month,1,25.7,No internet service,0,7,High
"0730-BGQGF",Two year,71,90.3,Yes,0,7,High
"5498-IBWPI",One year,66,49.4,Yes,0,2,Low
"9101-NTIXF",Month-to-month,2,19.4,No internet service,0,7,High
"0013-SMEOE",Two year,71,109.7,Yes,0,7,High
"9314-QDMDW",One year,11,61.25,No,0,4,Medium
"9308-ANMVE",Month-to-month,47,55.3,No,0,2,Low
"2884-GBPFB",Month-to-month,35,70.3,No,1,5,High
"3757-NJYBX",Month-to-month,32,106.35,No,1,7,High
"3413-DHLPB",Month-to-month,60,103.75,Yes,0,7,High
"7649-PHJVR",One year,11,19.5,No internet service,0,4,Medium
"6114-TCFID",One year,29,39.5,Yes,0,2,Low
"3787-TRIAL",Month-to-month,21,26.05,No,0,2,Low
"2573-GYRUU",Month-to-month,48,91.05,No,0,7,High
"5156-UMKOW",Month-to-month,3,29.65,No,0,7,High
"1247-QBVSH",Month-to-month,43,50.2,No,0,2,Low
"6734-GMPVK",Month-to-month,5,105.3,No,0,7,High
"9822-OAOVB",Month-to-month,1,55.45,No,0,7,High
"6161-ERDGD",One year,71,85.45,Yes,0,7,High
"1226-JZNKR",One year,8,19.8,No internet service,0,4,Medium
"7318-EIVKO",Month-to-month,8,59.25,No,0,4,Medium
"3771-PZOBW",Month-to-month,20,90.7,No,0,7,High
"5136-KCKGI",One year,33,103.7,No,1,7,High
"8231-BSWXX",One year,71,79.05,No,0,5,High
"6486-LHTMA",One year,31,90.7,No,0,7,High
"4083-BFNYK",One year,38,95.0,No,0,7,High
"3722-WPXTK",Month-to-month,1,88.35,No,1,7,High
"7389-KBFIT",Month-to-month,2,30.25,No,0,7,High
"7176-WIONM",Month-to-month,12,49.85,No,0,2,Low
"5141-ZUVBH",Month-to-month,9,93.0,Yes,0,7,High
"1089-HDMKP",Month-to-month,11,54.55,Yes,0,4,Medium
"7623-HKYRK",Month-to-month,6,19.7,No internet service,0,4,Medium
"0310-SUCIN",One year,71,84.8,Yes,0,7,High
"5197-PYEPU",One year,42,94.45,No,0,7,High
"2929-ERCFZ",Month-to-month,8,94.2,No,1,7,High
"7548-SEPYI",Month-to-month,5,96.25,No,1,7,High
"8835-VSDSE",Month-to-month,2,70.7,No,1,7,High
"6619-RPLQZ",Two year,45,20.85,No internet service,0,2,Low
"3275-RHRNE",One year,28,60.0,Yes,0,2,Low
"3503-TYDAY",Month-to-month,43,80.45,No,0,7,High
"6901-GOGZG",Two year,60,84.95,Yes,0,7,High
"1623-NLDOT",One year,42,33.55,Yes,1,2,Low
"7021-XSNYE",Two year,7,49.65,Yes,0,4,Medium
"9621-OUPYD",One year,25,20.2,No internet service,0,2,Low
"9898-KZQDZ",Month-to-month,40,94.55,No,1,7,High
"8982-NHAVY",One year,27,100.5,No,0,7,High
"4307-KWMXE",Month-to-month,10,35.75,Yes,0,4,Medium
"0141-YEAYS",Month-to-month,27,86.45,No,0,7,High
"2450-ZKEED",One year,11,53.8,Yes,0,4,Medium
"3694-DELSO",Month-to-month,4,38.55,No,0,7,High
"3893-JRNFS",Month-to-month,68,39.9,No,0,2,Low
"9603-OAIHC",Month-to-month,1,70.05,No,0,7,High
"1133-KXCGE",One year,18,20.1,No internet service,0,2,Low
"5236-PERKL",Two year,57,112.95,No,1,7,High
"0142-GVYSN",Month-to-month,26,20.3,No internet service,0,2,Low
"1049-FYSYG",Month-to-month,17,35.65,No,0,2,Low
"7854-FOKSF",Month-to-month,1,35.9,No,1,7,High
"2519-FAKOD",Month-to-month,38,99.25,No,1,7,High
"8406-LNMHF",One year,59,82.95,No,0,7,High
"1821-BUCWY",Two year,30,55.65,No,0,2,Low
"8263-JQAIK",Month-to-month,2,24.45,No,1,7,High
"0023-UYUPN",One year,50,25.2,No internet service,0,2,Low
"8314-DPQHL",One year,9,50.8,Yes,0,4,Medium
"1465-WCZVT",Month-to-month,3,19.65,No internet service,0,7,High
"9481-SFCQY",Month-to-month,14,59.8,No,0,2,Low
"6360-SVNWV",Month-to-month,31,73.55,No,0,5,High
"0567-GGCAC",Month-to-month,7,61.4,No,0,4,Medium
"7089-IVVAZ",Month-to-month,8,103.35,Yes,1,7,High
"8884-MRNSU",One year,17,19.9,No internet service,0,2,Low
"2171-UDMFD",Month-to-month,32,19.45,No internet service,0,2,Low
"9050-IKDZA",Month-to-month,2,81.5,No,0,7,High
"2205-YMZZJ",Month-to-month,7,84.8,No,1,7,High
"9802-CAQUT",Two year,72,109.55,No,0,7,High
"1254-IZEYF",Month-to-month,31,99.95,No,1,7,High
"0187-WZNAB",Month-to-month,27,74.4,No,0,5,High
"9492-TOKRI",Month-to-month,18,90.0,No,1,7,High
"1475-VWVDO",Month-to-month,7,74.9,No,0,5,High
"9221-OTIVJ",Month-to-month,14,104.85,No,1,7,High
"1357-MVDOZ",Month-to-month,11,59.65,No,0,4,Medium
"7602-MVRMB",Two year,72,110.45,Yes,0,7,High
"3325-FUYCG",One year,28,106.1,No,1,7,High
"5908-QMGOE",Month-to-month,15,74.2,No,1,5,High
"1197-BVMVG",Month-to-month,4,74.45,No,0,7,High
"5406-KGRMX",Two year,71,24.55,No internet service,0,2,Low
"8481-YYXWG",Month-to-month,5,89.35,Yes,1,7,High
"5968-HYJRZ",Two year,47,24.55,No internet service,0,2,Low
"5198-EFNBM",One year,57,90.65,No,0,7,High
"7516-GMHUV",Two year,50,105.05,No,0,7,High
"7140-ADSMJ",Month-to-month,8,20.45,No internet service,0,4,Medium
"2230-XTUWL",Two year,48,19.55,No internet service,0,2,Low
"7706-YLMQA",One year,70,19.7,No internet service,0,2,Low
"2585-KTFRE",Month-to-month,1,70.45,Yes,0,7,High
"7994-UYIVZ",Month-to-month,8,85.65,No,0,7,High
"2609-IAICY",Month-to-month,1,77.15,No,1,7,High
"1740-CSDJP",Month-to-month,1,35.25,No,1,7,High
"7717-BICXI",Two year,60,20.55,No internet service,0,2,Low
"6559-RAKOZ",One year,49,97.95,Yes,0,7,High
"2636-OHFMN",Month-to-month,4,48.55,No,1,7,High
"4716-MRVEN",One year,29,20.0,No internet service,0,2,Low
"2143-LJULT",Two year,67,25.25,No internet service,0,2,Low
"1323-OOEPC",Month-to-month,53,98.4,No,1,7,High
"3200-MNQTF",Two year,67,70.9,Yes,0,5,High
"6164-HXUGH",Month-to-month,6,19.85,No internet service,0,4,Medium
"5630-IXDXV",Month-to-month,47,106.35,No,0,7,High
"0320-DWVTU",Two year,53,99.5,Yes,0,7,High
"9135-MGVPY",Two year,69,84.7,Yes,0,7,High
"1212-GLHMD",Month-to-month,3,86.05,No,0,7,High
"7878-JGDKK",Month-to-month,4,44.55,No,0,7,High
"1088-AUUZZ",Two year,56,75.85,Yes,0,5,High
"0397-GZBBC",Month-to-month,59,93.85,No,1,7,High
"6614-YWYSC",Two year,61,25.0,No internet service,0,2,Low
"9588-OZDMQ",Month-to-month,2,45.0,No,0,7,High
"7641-EUYET",Month-to-month,46,100.7,No,1,7,High
"6476-EPYZR",Month-to-month,12,20.5,No internet service,0,2,Low
"9921-ZVRHG",Month-to-month,14,80.45,No,1,7,High
"1174-FGIFN",One year,28,90.45,Yes,0,7,High
"6620-HVDUJ",Month-to-month,24,60.45,Yes,0,2,Low
"4701-MLJPN",Month-to-month,31,55.25,Yes,1,2,Low
"1032-MAELW",One year,68,78.45,Yes,0,5,High
"7641-TQFHN",Two year,39,100.55,Yes,0,7,High
"1552-TKMXS",Month-to-month,42,20.35,No internet service,0,2,Low
